model_a,model_b,overlap_question_count,joined_prompt_overlap_count,union_question_count,jaccard_overlap
claude-3-opus-20240229,gemini-1.5-pro-exp-0827,394,394,494,0.7975708502024291
claude-3-opus-20240229,gemini-2.0-flash,100,0,494,0.20242914979757085
claude-3-opus-20240229,gemini-2.0-flash-001,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-2.0-flash-exp,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-2.0-flash-lite-001,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-2.0-flash-lite-preview-02-05,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-2.0-flash-thinking-exp-01-21,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-2.0-flash-thinking-exp-1219,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-2.0-pro-exp-02-05,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-2.5-pro-exp-03-25,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemini-exp-1114,394,394,494,0.7975708502024291
claude-3-opus-20240229,gemini-exp-1121,394,394,494,0.7975708502024291
claude-3-opus-20240229,gemini-exp-1206,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemma-1.1-7b-it,294,294,494,0.5951417004048583
claude-3-opus-20240229,gemma-2-27b-it,494,394,494,1.0
claude-3-opus-20240229,gemma-2-9b-it,394,394,494,0.7975708502024291
claude-3-opus-20240229,gemma-3-12b-it,150,50,494,0.30364372469635625
claude-3-opus-20240229,gemma-3-27b-it,418,318,494,0.8461538461538461
claude-3-opus-20240229,gemma-3-4b-it,150,50,494,0.30364372469635625
claude-3-opus-20240229,gpt-3.5-turbo-0125,294,294,494,0.5951417004048583
claude-3-opus-20240229,gpt-3.5-turbo-1106,294,294,494,0.5951417004048583
claude-3-opus-20240229,gpt-4-0125-preview,394,394,494,0.7975708502024291
claude-3-opus-20240229,gpt-4-0613,294,294,494,0.5951417004048583
claude-3-opus-20240229,gpt-4-1106-preview,294,294,494,0.5951417004048583
claude-3-opus-20240229,gpt-4-turbo-2024-04-09,394,394,494,0.7975708502024291
claude-3-opus-20240229,gpt-4.5-preview-2025-02-27,418,318,494,0.8461538461538461
claude-3-opus-20240229,gpt-4o-2024-05-13,394,394,494,0.7975708502024291
claude-3-opus-20240229,gpt-4o-2024-08-06,494,394,494,1.0
claude-3-opus-20240229,gpt-4o-2024-11-20,494,394,494,1.0
claude-3-opus-20240229,gpt-4o-mini-2024-07-18,494,394,494,1.0
claude-3-opus-20240229,grok-2,293,293,494,0.5931174089068826
claude-3-opus-20240229,grok-2-1212,418,318,494,0.8461538461538461
claude-3-opus-20240229,grok-2-mini,293,293,494,0.5931174089068826
claude-3-opus-20240229,grok-3,268,268,494,0.5425101214574899
claude-3-opus-20240229,grok-3-beta,393,393,494,0.7955465587044535
claude-3-opus-20240229,grok-3-mini-reasoning-beta,318,318,494,0.6437246963562753
claude-3-opus-20240229,grok-beta,418,318,494,0.8461538461538461
claude-3-opus-20240229,hermes-3-llama-3.1-70b,293,293,494,0.5931174089068826
claude-3-opus-20240229,hunyuan-turbos-20250313,418,318,494,0.8461538461538461
claude-3-opus-20240229,lcb-math-qwen2-72b-instructv3-merged-50,293,293,494,0.5931174089068826
claude-3-opus-20240229,learnlm-1.5-pro-experimental,418,318,494,0.8461538461538461
claude-3-opus-20240229,llama-2-7b-chat-hf,15,15,494,0.030364372469635626
claude-3-opus-20240229,llama-3.1-nemotron-70b-instruct,293,293,494,0.5931174089068826
claude-3-opus-20240229,llama-3.3-70b-instruct-turbo,418,318,494,0.8461538461538461
claude-3-opus-20240229,llama-4-maverick-17b-128e-instruct,380,280,494,0.7692307692307693
claude-3-opus-20240229,mathstral-7B-v0.1,293,293,494,0.5931174089068826
claude-3-opus-20240229,meta-llama-3-70b-instruct,15,15,494,0.030364372469635626
claude-3-opus-20240229,meta-llama-3-8b-instruct,15,15,494,0.030364372469635626
claude-3-opus-20240229,meta-llama-3.1-405b-instruct-turbo,418,318,494,0.8461538461538461
claude-3-opus-20240229,meta-llama-3.1-70b-instruct-turbo,418,318,494,0.8461538461538461
claude-3-opus-20240229,meta-llama-3.1-8b-instruct-turbo,418,318,494,0.8461538461538461
claude-3-opus-20240229,mistral-7b-instruct-v0.2,15,15,494,0.030364372469635626
claude-3-opus-20240229,mistral-large,100,0,494,0.20242914979757085
claude-3-opus-20240229,mistral-large-2402,293,293,494,0.5931174089068826
claude-3-opus-20240229,mistral-large-2407,393,393,494,0.7955465587044535
claude-3-opus-20240229,mistral-large-2411,418,318,494,0.8461538461538461
claude-3-opus-20240229,mistral-small-2402,393,393,494,0.7955465587044535
claude-3-opus-20240229,mistral-small-2409,418,318,494,0.8461538461538461
claude-3-opus-20240229,mistral-small-2501,418,318,494,0.8461538461538461
claude-3-opus-20240229,mistral-small-2503,418,318,494,0.8461538461538461
claude-3-opus-20240229,mixtral-8x22b-instruct-v0.1,15,15,494,0.030364372469635626
claude-3-opus-20240229,mixtral-8x7b-instruct-v0.1,15,15,494,0.030364372469635626
claude-3-opus-20240229,o1,128,128,494,0.2591093117408907
claude-3-opus-20240229,o1-2024-12-17-high,418,318,494,0.8461538461538461
claude-3-opus-20240229,o1-2024-12-17-low,318,318,494,0.6437246963562753
claude-3-opus-20240229,o1-2024-12-17-medium,318,318,494,0.6437246963562753
claude-3-opus-20240229,o1-mini-2024-09-12,493,393,494,0.9979757085020243
claude-3-opus-20240229,o1-preview-2024-09-12,393,393,494,0.7955465587044535
claude-3-opus-20240229,o3-mini-2025-01-31-high,418,318,494,0.8461538461538461
claude-3-opus-20240229,o3-mini-2025-01-31-low,418,318,494,0.8461538461538461
claude-3-opus-20240229,o3-mini-2025-01-31-medium,418,318,494,0.8461538461538461
claude-3-opus-20240229,olmo-2-1124-13b-instruct,318,318,494,0.6437246963562753
claude-3-opus-20240229,open-mistral-nemo,293,293,494,0.5931174089068826
claude-3-opus-20240229,open-mixtral-8x22b,240,140,494,0.48582995951417
claude-3-opus-20240229,open-mixtral-8x7b,40,40,494,0.08097165991902834
claude-3-opus-20240229,perplexity-sonar-reasoning,38,38,494,0.07692307692307693
claude-3-opus-20240229,phi-3-medium-4k-instruct,50,50,494,0.10121457489878542
claude-3-opus-20240229,phi-3-mini-128k-instruct,115,115,494,0.23279352226720648
claude-3-opus-20240229,phi-3-mini-4k-instruct,115,115,494,0.23279352226720648
claude-3-opus-20240229,phi-3-small-8k-instruct,50,50,494,0.10121457489878542
claude-3-opus-20240229,phi-4,328,228,494,0.6639676113360324
claude-3-opus-20240229,qwen1.5-0.5b-chat,15,15,494,0.030364372469635626
claude-3-opus-20240229,qwen1.5-1.8b-chat,15,15,494,0.030364372469635626
claude-3-opus-20240229,qwen1.5-110b-chat,15,15,494,0.030364372469635626
claude-3-opus-20240229,qwen1.5-4b-chat,15,15,494,0.030364372469635626
claude-3-opus-20240229,qwen1.5-72b-chat,15,15,494,0.030364372469635626
claude-3-opus-20240229,qwen1.5-7b-chat,15,15,494,0.030364372469635626
claude-3-opus-20240229,qwen2-72b-instruct,15,15,494,0.030364372469635626
claude-3-opus-20240229,qwen2-math-72b-instruct,293,293,494,0.5931174089068826
claude-3-opus-20240229,qwen2.5-72b-instruct-turbo,115,15,494,0.23279352226720648
claude-3-opus-20240229,qwen2.5-7b-instruct-turbo,115,15,494,0.23279352226720648
claude-3-opus-20240229,qwen2.5-coder-32b-instruct,98,0,494,0.19838056680161945
claude-3-opus-20240229,qwen2.5-max,418,318,494,0.8461538461538461
claude-3-opus-20240229,qwq-32b,418,318,494,0.8461538461538461
claude-3-opus-20240229,qwq-32b-preview,418,318,494,0.8461538461538461
claude-3-opus-20240229,reflection-llama-3.1-70b,15,15,494,0.030364372469635626
claude-3-opus-20240229,sky-t1-32b-preview,318,318,494,0.6437246963562753
claude-3-opus-20240229,sonar,393,393,494,0.7955465587044535
claude-3-opus-20240229,sonar-pro,318,318,494,0.6437246963562753
claude-3-opus-20240229,starling-lm-7b-beta,15,15,494,0.030364372469635626
claude-3-opus-20240229,step-2-16k-202411,493,393,494,0.9979757085020243
claude-3-opus-20240229,vicuna-7b-v1.5,293,293,494,0.5931174089068826
claude-3-opus-20240229,vicuna-7b-v1.5-16k,293,293,494,0.5931174089068826
claude-3-opus-20240229,wbot-4:347b_no_s,318,318,494,0.6437246963562753
claude-3-opus-20240229,yi-6b-chat,15,15,494,0.030364372469635626
claude-3-opus-20240229,zephyr-7b-alpha,293,293,494,0.5931174089068826
claude-3-opus-20240229,zephyr-7b-beta,293,293,494,0.5931174089068826
claude-3-sonnet-20240229,codegen3_5k-qwen2.5-72b-instruct-2-chk-50,294,294,294,1.0
claude-3-sonnet-20240229,coding-meta-llama-3.1-70b-instruct-chk-50,294,294,294,1.0
claude-3-sonnet-20240229,coding2-amcfull-apifull-mmlu12k-meta-llama-3.1-70b-instruct-chk-150,294,294,294,1.0
claude-3-sonnet-20240229,command-a-03-2025,0,0,444,0.0
claude-3-sonnet-20240229,command-r-03-2024,294,294,344,0.8546511627906976
claude-3-sonnet-20240229,command-r-08-2024,294,294,494,0.5951417004048583
claude-3-sonnet-20240229,command-r-plus-04-2024,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,command-r-plus-08-2024,294,294,494,0.5951417004048583
claude-3-sonnet-20240229,deepseek-chat,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,deepseek-coder,294,294,294,1.0
claude-3-sonnet-20240229,deepseek-r1,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,deepseek-r1-distill-llama-70b,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,deepseek-r1-distill-qwen-32b,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,deepseek-r1-local,70,70,294,0.23809523809523808
claude-3-sonnet-20240229,deepseek-r1-local-2,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,deepseek-v3,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,deepseek-v3-0324,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,dracarys2-72b-instruct,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,dracarys2-llama-3.1-70b-instruct,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-1.5-flash-001,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-1.5-flash-002,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-1.5-flash-8b-001,0,0,444,0.0
claude-3-sonnet-20240229,gemini-1.5-flash-8b-exp-0827,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-1.5-flash-8b-exp-0924,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,gemini-1.5-flash-exp-0827,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-1.5-pro-001,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-1.5-pro-002,294,294,494,0.5951417004048583
claude-3-sonnet-20240229,gemini-1.5-pro-exp-0801,294,294,294,1.0
claude-3-sonnet-20240229,gemini-1.5-pro-exp-0827,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-2.0-flash,0,0,394,0.0
claude-3-sonnet-20240229,gemini-2.0-flash-001,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-2.0-flash-exp,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-2.0-flash-lite-001,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-2.0-flash-lite-preview-02-05,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-2.0-flash-thinking-exp-01-21,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-2.0-flash-thinking-exp-1219,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-2.0-pro-exp-02-05,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-2.5-pro-exp-03-25,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemini-exp-1114,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-exp-1121,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemini-exp-1206,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemma-1.1-7b-it,294,294,294,1.0
claude-3-sonnet-20240229,gemma-2-27b-it,294,294,494,0.5951417004048583
claude-3-sonnet-20240229,gemma-2-9b-it,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gemma-3-12b-it,0,0,444,0.0
claude-3-sonnet-20240229,gemma-3-27b-it,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gemma-3-4b-it,0,0,444,0.0
claude-3-sonnet-20240229,gpt-3.5-turbo-0125,294,294,294,1.0
claude-3-sonnet-20240229,gpt-3.5-turbo-1106,294,294,294,1.0
claude-3-sonnet-20240229,gpt-4-0125-preview,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gpt-4-0613,294,294,294,1.0
claude-3-sonnet-20240229,gpt-4-1106-preview,294,294,294,1.0
claude-3-sonnet-20240229,gpt-4-turbo-2024-04-09,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gpt-4.5-preview-2025-02-27,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,gpt-4o-2024-05-13,294,294,394,0.7461928934010152
claude-3-sonnet-20240229,gpt-4o-2024-08-06,294,294,494,0.5951417004048583
claude-3-sonnet-20240229,gpt-4o-2024-11-20,294,294,494,0.5951417004048583
claude-3-sonnet-20240229,gpt-4o-mini-2024-07-18,294,294,494,0.5951417004048583
claude-3-sonnet-20240229,grok-2,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,grok-2-1212,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,grok-2-mini,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,grok-3,218,218,344,0.6337209302325582
claude-3-sonnet-20240229,grok-3-beta,293,293,394,0.7436548223350253
claude-3-sonnet-20240229,grok-3-mini-reasoning-beta,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,grok-beta,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,hermes-3-llama-3.1-70b,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,hunyuan-turbos-20250313,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,lcb-math-qwen2-72b-instructv3-merged-50,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,learnlm-1.5-pro-experimental,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,llama-2-7b-chat-hf,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,llama-3.1-nemotron-70b-instruct,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,llama-3.3-70b-instruct-turbo,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,llama-4-maverick-17b-128e-instruct,180,180,494,0.3643724696356275
claude-3-sonnet-20240229,mathstral-7B-v0.1,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,meta-llama-3-70b-instruct,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,meta-llama-3-8b-instruct,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,meta-llama-3.1-405b-instruct-turbo,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,meta-llama-3.1-70b-instruct-turbo,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,meta-llama-3.1-8b-instruct-turbo,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,mistral-7b-instruct-v0.2,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,mistral-large,0,0,394,0.0
claude-3-sonnet-20240229,mistral-large-2402,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,mistral-large-2407,293,293,394,0.7436548223350253
claude-3-sonnet-20240229,mistral-large-2411,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,mistral-small-2402,293,293,394,0.7436548223350253
claude-3-sonnet-20240229,mistral-small-2409,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,mistral-small-2501,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,mistral-small-2503,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,mixtral-8x22b-instruct-v0.1,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,mixtral-8x7b-instruct-v0.1,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,o1,128,128,294,0.43537414965986393
claude-3-sonnet-20240229,o1-2024-12-17-high,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,o1-2024-12-17-low,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,o1-2024-12-17-medium,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,o1-mini-2024-09-12,293,293,494,0.5931174089068826
claude-3-sonnet-20240229,o1-preview-2024-09-12,293,293,394,0.7436548223350253
claude-3-sonnet-20240229,o3-mini-2025-01-31-high,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,o3-mini-2025-01-31-low,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,o3-mini-2025-01-31-medium,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,olmo-2-1124-13b-instruct,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,open-mistral-nemo,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,open-mixtral-8x22b,40,40,494,0.08097165991902834
claude-3-sonnet-20240229,open-mixtral-8x7b,40,40,294,0.1360544217687075
claude-3-sonnet-20240229,perplexity-sonar-reasoning,38,38,294,0.1292517006802721
claude-3-sonnet-20240229,phi-3-medium-4k-instruct,0,0,344,0.0
claude-3-sonnet-20240229,phi-3-mini-128k-instruct,15,15,394,0.03807106598984772
claude-3-sonnet-20240229,phi-3-mini-4k-instruct,15,15,394,0.03807106598984772
claude-3-sonnet-20240229,phi-3-small-8k-instruct,0,0,344,0.0
claude-3-sonnet-20240229,phi-4,128,128,494,0.2591093117408907
claude-3-sonnet-20240229,qwen1.5-0.5b-chat,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,qwen1.5-1.8b-chat,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,qwen1.5-110b-chat,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,qwen1.5-4b-chat,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,qwen1.5-72b-chat,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,qwen1.5-7b-chat,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,qwen2-72b-instruct,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,qwen2-math-72b-instruct,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,qwen2.5-72b-instruct-turbo,15,15,394,0.03807106598984772
claude-3-sonnet-20240229,qwen2.5-7b-instruct-turbo,15,15,394,0.03807106598984772
claude-3-sonnet-20240229,qwen2.5-coder-32b-instruct,0,0,392,0.0
claude-3-sonnet-20240229,qwen2.5-max,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,qwq-32b,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,qwq-32b-preview,218,218,494,0.44129554655870445
claude-3-sonnet-20240229,reflection-llama-3.1-70b,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,sky-t1-32b-preview,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,sonar,293,293,394,0.7436548223350253
claude-3-sonnet-20240229,sonar-pro,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,starling-lm-7b-beta,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,step-2-16k-202411,293,293,494,0.5931174089068826
claude-3-sonnet-20240229,vicuna-7b-v1.5,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,vicuna-7b-v1.5-16k,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,wbot-4:347b_no_s,218,218,394,0.5532994923857868
claude-3-sonnet-20240229,yi-6b-chat,15,15,294,0.05102040816326531
claude-3-sonnet-20240229,zephyr-7b-alpha,293,293,294,0.9965986394557823
claude-3-sonnet-20240229,zephyr-7b-beta,293,293,294,0.9965986394557823
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,coding-meta-llama-3.1-70b-instruct-chk-50,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,coding2-amcfull-apifull-mmlu12k-meta-llama-3.1-70b-instruct-chk-150,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,command-a-03-2025,0,0,444,0.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,command-r-03-2024,294,294,344,0.8546511627906976
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,command-r-08-2024,294,294,494,0.5951417004048583
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,command-r-plus-04-2024,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,command-r-plus-08-2024,294,294,494,0.5951417004048583
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-chat,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-coder,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-r1,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-r1-distill-llama-70b,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-r1-distill-qwen-32b,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-r1-local,70,70,294,0.23809523809523808
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-r1-local-2,218,218,394,0.5532994923857868
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-v3,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,deepseek-v3-0324,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,dracarys2-72b-instruct,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,dracarys2-llama-3.1-70b-instruct,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-flash-001,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-flash-002,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-flash-8b-001,0,0,444,0.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-flash-8b-exp-0827,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-flash-8b-exp-0924,218,218,394,0.5532994923857868
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-flash-exp-0827,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-pro-001,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-pro-002,294,294,494,0.5951417004048583
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-pro-exp-0801,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-1.5-pro-exp-0827,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-flash,0,0,394,0.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-flash-001,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-flash-exp,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-flash-lite-001,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-flash-lite-preview-02-05,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-flash-thinking-exp-01-21,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-flash-thinking-exp-1219,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.0-pro-exp-02-05,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-2.5-pro-exp-03-25,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-exp-1114,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-exp-1121,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemini-exp-1206,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemma-1.1-7b-it,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemma-2-27b-it,294,294,494,0.5951417004048583
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemma-2-9b-it,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemma-3-12b-it,0,0,444,0.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemma-3-27b-it,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gemma-3-4b-it,0,0,444,0.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-3.5-turbo-0125,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-3.5-turbo-1106,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4-0125-preview,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4-0613,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4-1106-preview,294,294,294,1.0
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4-turbo-2024-04-09,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4.5-preview-2025-02-27,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4o-2024-05-13,294,294,394,0.7461928934010152
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4o-2024-08-06,294,294,494,0.5951417004048583
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4o-2024-11-20,294,294,494,0.5951417004048583
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,gpt-4o-mini-2024-07-18,294,294,494,0.5951417004048583
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,grok-2,293,293,294,0.9965986394557823
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,grok-2-1212,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,grok-2-mini,293,293,294,0.9965986394557823
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,grok-3,218,218,344,0.6337209302325582
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,grok-3-beta,293,293,394,0.7436548223350253
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,grok-3-mini-reasoning-beta,218,218,394,0.5532994923857868
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,grok-beta,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,hermes-3-llama-3.1-70b,293,293,294,0.9965986394557823
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,hunyuan-turbos-20250313,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,lcb-math-qwen2-72b-instructv3-merged-50,293,293,294,0.9965986394557823
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,learnlm-1.5-pro-experimental,218,218,494,0.44129554655870445
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,llama-2-7b-chat-hf,15,15,294,0.05102040816326531
codegen3_5k-qwen2.5-72b-instruct-2-chk-50,llama-3.1-nemotron-70b-instruct,293,293,294,0.9965986394557823
